Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
25.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,4.5246933483564025
26.0,5.0,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,21,20.241069123177432
24.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,10,7.785218198223505
38.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,25,6.28618544846543
27.0,4.5,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,4.7146391697631795
35.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,9.170618482017863
33.0,4.0,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,33,6.28618544846543
22.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,,22,4.593852231444362
30.0,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,4.525727513680433
,,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,13.96326375396706
38.0,4.8,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,15,9.05031854018262
,,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,37,3888.3932849163198
27.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,17.287005375714283
34.0,4.6,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,9.309059171821673
25.0,5.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,39,13.981367531935723
26.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,1.5357664013999583
38.0,4.5,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,16,16.624971812525935
32.0,4.8,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,28,6.0509660017246905
38.0,4.8,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,8.93256456453962
23.0,4.8,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,13.821448277753406
29.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,12.427396692265582
22.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,19,4.671249695086452
23.0,4.9,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,14.013153475491201
32.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,1.5514335623370938
24.0,4.7,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,14,1.4972111747477448
26.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,2.9776262943434015
26.0,4.6,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,19,6.077290491382687
36.0,4.9,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,9.214089767104634
34.0,4.5,Fog,Low,1,Meal,motorcycle,,No,Metropolitian,19,1.513842663216258
25.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,17,3.0862990457694637
37.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,23,13.574739513468382
39.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,30,9.18651908422286
20.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Urban,24,4.6547013001897275
36.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,1.551725258331554
38.0,4.8,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,19,12.572369364893285
27.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,39,12.285892736792439
32.0,4.4,Fog,Jam,1,Meal,motorcycle,,No,Metropolitian,35,20.430094772882978
29.0,4.5,Windy,Low,1,Drinks,scooter,0.0,No,Urban,12,3.1430928207904922
28.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,16.598559281813838
,,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,12.456062727659882
30.0,4.9,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,26,1.5536010895678545
36.0,4.2,Stormy,Medium,2,Snack,scooter,1.0,No,,34,17.287005375714283
37.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,4.671398259788803
25.0,4.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,3.0575392111275703
30.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,9.309783314420619
32.0,3.5,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,12.572369364893285
23.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,13,1.5085317995568546
24.0,4.7,Windy,Low,1,Meal,scooter,1.0,,Urban,14,1.4897021521299971
,,Stormy,High,2,Meal,scooter,1.0,No,Urban,15,3.0165143529232306
25.0,4.7,Fog,Jam,2,Drinks,scooter,,No,Urban,21,7.857731631182655
36.0,4.7,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,9.151920376804133
29.0,4.7,Cloudy,High,2,Snack,motorcycle,1.0,No,Metropolitian,29,5.94916711264864
20.0,4.7,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,9.429277693727657
23.0,5.0,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,12.285715416764036
26.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,17,10.717784413840027
36.0,4.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,49,12.24862606399407
23.0,4.9,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,20,6.046157825579545
32.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26,4.607495631007632
26.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,10.71839368242553
23.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,19.904533424508244
31.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,25,10.557776854813198
22.0,4.6,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10,9.071980190359005
31.0,4.8,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,7.786052633777876
26.0,4.7,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,6.046194810088848
34.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,3.025030952027879
37.0,4.8,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,9.050169488971061
26.0,4.5,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,,20,16.37476061744948
36.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.5282026863007672
31.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,27,14.143914925457633
32.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20.840560745889228
15.0,1.0,,,3,Meal,electric_scooter,0.0,No,Urban,24,13.980729227540488
36.0,4.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37,19.87802606468106
21.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.403577920372992
24.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,17,1.5126933777498088
24.0,3.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,44,3.0570040164613297
34.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,19,20.839421358602497
37.0,4.3,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,32,3.1430928207904922
29.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,19.962086456605547
31.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,4.461284620721133
21.0,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,11.712435782692616
27.0,4.5,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,17.127281403197074
26.0,4.5,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,41,6.142384770471023
20.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,20.430094772882978
30.0,4.8,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,30,5.9551057963551095
34.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,9.429277693727657
36.0,4.3,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Urban,31,4.466351740749021
25.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,12.233495577080902
32.0,4.2,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,16.81149490339973
39.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,9.321199879855294
30.0,4.7,Sandstorms,Low,1,Meal,motorcycle,,No,Metropolitian,26,1.559640959777667
37.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.4913444149094595
25.0,4.7,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,16,1.5285459104203265
33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,13.398058466719286
30.0,3.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43,12.091103828732798
26.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,16,3.038756297770896
32.0,3.5,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,36,19.747872410838564
39.0,4.9,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,3.0627357104456796
33.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,9.429277693727657
22.0,4.1,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,38,13.963351650142794
31.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,25,7.568715160931658
38.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20.817806394080097
22.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,10.899565160803258
31.0,4.7,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,25,13.820994739284906
26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,13.820591033369825
34.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,6.206131540982165
24.0,4.8,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,9.172043096501493
36.0,4.1,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,51,12.248381530139955
,,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,12.410665530835349
21.0,4.5,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,17.287005375714283
36.0,5.0,Windy,High,0,Buffet,motorcycle,1.0,Yes,Semi-Urban,49,6.125026114081144
22.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,7.757722557987996
37.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,17.06339621289782
39.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,19.86510399120873
37.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,16.893144316347
29.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,29,4.593648630981229
26.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,13.780289796991019
30.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Urban,24,19.749782227331522
23.0,4.8,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,11.929667798396302
27.0,5.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,7.64229164632475
24.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Urban,38,12.412925805264464
22.0,5.0,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,12,5.955277732254465
23.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,32,10.579837945499387
21.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,3.1430928207904922
31.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,25,20.19365844415066
33.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,4.55802712559235
33.0,4.9,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,23,1.553567718437052
26.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,11,16.892297577472117
35.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,9.307170028182108
23.0,4.5,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,23,9.187256078310012
28.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,10.750260600969305
34.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,1.5287914289792135
25.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,17.062818156649843
39.0,3.7,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,39,20.87449690680231
25.0,4.7,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Urban,15,1.5430548400443769
27.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,19,7.758733266280636
27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,12.426778533450944
30.0,5.0,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,52,13.622723749279608
26.0,5.0,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,6.112547086550159
30.0,4.3,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,34,10.421714702503111
31.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,9.320747300598178
28.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,12.091118786210592
35.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,6.033824001311419
23.0,4.7,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,20.49346819778815
39.0,4.8,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,21,1.5516131946233043
36.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,13.603608364550185
37.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,7.857731631182655
33.0,5.0,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,42,10.750207388264757
25.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,16.649430669438317
38.0,3.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,38,13.602332055353688
25.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,,19,1.5138431233090575
35.0,5.0,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,7.857731631182655
29.0,4.5,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,30,20.171126730219434
28.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,1.4971973309571425
22.0,4.7,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,13,6.077273831143788
27.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,16,10.702279777951292
,,,,3,Meal,bicycle,1.0,No,Metropolitian,33,13.980667091681113
29.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,19.902794945353698
25.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,5.955079701118109
20.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,,20,10.70648452912294
27.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,12,10.421145595157979
21.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,16.71010769416066
26.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,14.013036629567331
32.0,3.8,Windy,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,38,11.929512191818146
22.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,1.5517180925878429
30.0,4.2,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,9.309880211109165
23.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,12.410111209201796
36.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,7.678732776326675
27.0,4.6,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,18,1.5296276736038823
25.0,4.0,Stormy,Jam,0,Snack,motorcycle,2.0,No,Urban,38,16.624425999455998
39.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,10.861085278858223
25.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,3.1035355438778827
24.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,22,20.8393712109447
25.0,4.8,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,15,4.660510831414872
25.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,26,19.646409524237782
34.0,4.3,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,40,10.63550381978504
,,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,4.466545992366422
39.0,4.0,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,34,6.28618544846543
29.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,10.42077514934214
24.0,4.9,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,9.050423597665825
23.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,22,12.28602709922366
20.0,5.0,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,28,17.127317372717336
21.0,4.5,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Urban,15,10.917241381267914
38.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,49,19.747674654005287
29.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,,No,Metropolitian,20,17.287005375714283
26.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,7.485447285712
33.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,28,8.931916491726284
20.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,29,11.000823613167864
31.0,4.2,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,34,19.64748157825661
37.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,7.444374308016026
32.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,12,4.7146391697631795
31.0,3.6,Stormy,Medium,1,Drinks,motorcycle,2.0,Yes,Metropolitian,38,13.397501735174306
22.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,12.572369364893285
39.0,4.9,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,17.065792695488557
,,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,23,7.597101428642271
20.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,13.96426415636329
26.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,18,3.106950721208738
28.0,4.7,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,24,16.35809284307567
28.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,48,17.063093344159746
23.0,4.9,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18,5.965066721872091
23.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,4.660617237370109
37.0,4.2,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,32,9.307170028182108
24.0,4.8,Fog,Jam,0,Drinks,motorcycle,2.0,No,Urban,47,19.67588576601933
22.0,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,1.553532656227201
37.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,9.308196417704803
20.0,4.5,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27,7.857731631182655
25.0,4.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,5.870424957142686
34.0,3.5,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,19.87076795449673
20.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.643755839719945
29.0,4.5,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,1.525429631402136
32.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,7.64229164632475
29.0,4.5,Sunny,Jam,0,Buffet,motorcycle,0.0,Yes,Urban,53,7.757673798504583
33.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,12.109331464727582
22.0,2.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,32,13.574558143281111
26.0,4.7,Cloudy,Jam,1,Snack,scooter,0.0,No,Urban,44,13.820631780402337
32.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,27,9.320258517228282
26.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,7.785345992082555
26.0,5.0,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,14,9.050169488971061
22.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,11.739895819160552
34.0,4.2,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,4.6288706549642376
35.0,4.2,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,47,20.955583817297207
23.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,3.1430928207904922
27.0,4.8,Fog,High,1,Drinks,motorcycle,0.0,No,Metropolitian,20,3.0625864349038925
31.0,4.1,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,6.228460040713283
33.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,12.286447546207045
30.0,4.6,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,43,19.350541895894672
36.0,4.7,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,2.977925036162247
34.0,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.0386458256520656
,,,,3,Meal,scooter,0.0,No,Urban,25,17325.106400172706
30.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,10.24948967100297
25.0,4.9,Cloudy,Medium,1,Snack,scooter,0.0,No,Urban,16,6.077273831143788
21.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,11.000823613167864
21.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,38,20.194117556310832
,,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Urban,41,17.287005375714283
29.0,4.8,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15,9.049839810574019
29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,11.909093818404795
27.0,4.1,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,7.641248767451068
25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,9.214420516294634
20.0,4.7,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,28,1.4889104893622938
25.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,11,3.0574426496801568
33.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,4.525727513680433
24.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,7.757732177609696
32.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,26,9.307767423649617
38.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Urban,44,10.750782237902753
32.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,4.466504285945661
23.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.654423285703262
31.0,4.8,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,4.7146391697631795
21.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,13.780194829231664
22.0,4.6,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,4.7146391697631795
20.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,16,3.1031608676853546
23.0,4.3,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,43,19.87395914175545
39.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,7.596222385430005
30.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,9.321199879855294
29.0,4.6,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,21,7.785267915415318
26.0,4.8,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,36,14.01337885818717
25.0,4.7,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,10.899532077868335
25.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,25,13.420100106416909
21.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,1.488845314879444
25.0,4.7,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,22,6.046639911602873
39.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,11.000823613167864
28.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13.17663420590779
,,,,3,Meal,electric_scooter,1.0,No,Semi-Urban,48,6.206131540982165
34.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,1.4913910995818356
21.0,4.9,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,10.558495582957677
39.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,16,3.0716871805442625
,,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,3.1430928207904922
21.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,19,1.553568007543699
36.0,4.5,Fog,Jam,0,Buffet,motorcycle,2.0,No,Urban,50,12.100179961232511
35.0,3.6,Windy,Jam,2,Snack,scooter,1.0,No,Urban,42,10.595932543595028
20.0,4.9,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,24,14.143914925457633
38.0,4.5,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,13.964369083921932
26.0,4.6,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20.058361790889723
22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,3.0625031088027708
29.0,5.0,Windy,Low,1,Buffet,scooter,,No,Urban,16,7.596596457279191
